gene1	gene2	gene3
ind118_context1	2.67040515335254	2.4582789537441	-1.24537891107685
ind118_context2	1.25106911543271	0.641331388688749	-0.0390365235629735
ind118_context3	2.87386815939989	-1.2218837031768	-1.53210212212793
ind118_context4	0.287274155051767	0.697094259822402	0.165751987333826
ind118_context5	2.1071756456654	-0.0915768411917992	0.119558852103285
ind119_context1	-0.856136965046031	-0.384969003243322	-1.17434741783921
ind119_context2	0.792235707523057	-0.879410352134374	-0.0963525595762323
ind119_context3	-2.05640659599737	0.649997869891029	0.307112511950295
ind119_context4	-0.513851733999569	-1.00548886397378	-0.957059488233891
ind119_context5	-0.0941653956821831	0.726967338681147	-0.504699065517793
ind12_context1	-0.173107388128163	0.14385913446308	-2.3390843261126
ind12_context2	-0.381940643869858	1.16634815135277	-1.55958535514737
ind12_context3	-0.832402420308067	0.498288572794281	-0.686209566361879
ind12_context4	-0.0822584454860891	1.07809187618087	0.637965879067813
ind12_context5	-2.28824264198757	1.1077266342968	0.772837934021501
ind120_context1	0.136093787605095	0.421112920221694	1.88307376706987
ind120_context2	-0.100399662549214	-0.0872746743168108	-1.47687565186916
ind120_context3	-0.805811123555738	0.98991444307945	0.0876533830427878
ind120_context4	-0.452005400834849	-1.66447640441581	0.241227556692181
ind120_context5	1.74662669125134	-1.16753840864883	0.0478342039019729
ind121_context1	-1.19521246938881	2.75622281988508	-0.203851277988252
ind121_context2	-0.79098407879876	2.05873365747896	-0.684405983535314
ind121_context3	1.3487141781151	2.89994365855654	-1.27735268989311
ind121_context4	-0.344766657068319	0.880630079815731	-1.40984777970169
ind121_context5	-1.36253403238246	1.06554308390895	-0.304935819183963
ind122_context1	0.231447664710233	0.257384790534534	-1.15636620285697
ind122_context2	-1.78596541846223	-0.855879239987308	1.51009929121275
ind122_context3	-0.0234948856423804	0.474312849635307	-0.529479910570632
ind122_context4	-1.67645608759196	2.01138812871062	-0.330351243564508
ind122_context5	0.503759611489237	0.23603184497093	0.505627701242015
ind123_context1	-0.0313066780629227	0.820216731288261	0.141940472338839
ind123_context2	-1.59736514725231	-0.504334970279774	-0.574771659407636
ind123_context3	0.857123840152966	2.25472278335064	-1.05702435226166
ind123_context4	1.42067376276423	1.46435847692032	-0.168261023382845
ind123_context5	-1.28078874582367	0.00466741405090904	0.104732761030822
ind124_context1	0.00800052573099985	0.297737377502705	1.2803536347837
ind124_context2	-0.199587080824226	0.375884766104127	0.980231732673222
ind124_context3	0.167024260010566	0.175296750992814	1.32185519898929
ind124_context4	-1.29456541372293	-1.92539112934776	1.94662802943411
ind124_context5	-0.709547579845961	-1.00688641131962	3.02394477398586
ind125_context1	-0.946745488513484	-1.27652117178492	0.35471361277509
ind125_context2	-1.82633102959034	-0.403848109491762	-0.78004695731289
ind125_context3	-1.13835282298793	-1.98548317299736	-0.618485945347378
ind125_context4	0.720206469394182	-0.632511338913584	0.750887114171232
ind125_context5	0.537874958816472	0.704591886969673	-0.387975047578966
ind126_context1	0.0284471827134836	0.0745525761644293	-1.28704539421739
ind126_context2	0.559780559261975	-0.178673723698394	-0.00221361825216153
ind126_context3	2.04382762390289	-1.09232358072437	-0.10768846817957
ind126_context4	0.544728675826503	0.673367986342291	0.946867543844312
ind126_context5	-0.106835036067109	0.327443159736043	-0.410467710821213
ind127_context1	0.725295982494982	1.55623177528211	-0.0775711692263497
ind127_context2	1.22753513947568	2.57107388823795	-1.58962708323653
ind127_context3	1.77693108194857	2.56377723685846	-0.652310752005102
ind127_context4	1.65048707842486	2.34697410218598	1.04810211385239
ind127_context5	1.01745214438083	-0.312439123896421	-0.586665689734075
ind128_context1	0.934501877489899	-0.10377347919045	-1.4563640553258
ind128_context2	-0.439541948323644	-0.54459101091029	0.245171451543131
ind128_context3	2.0570113456673	-0.0162758903971121	-0.548128697685248
ind128_context4	3.14730146550811	-0.807990366621918	-1.66139856438376
ind128_context5	0.888191770660496	-2.05805500433863	-1.22510018491483
ind129_context1	0.331426059322558	2.75322769349959	1.90722348610007
ind129_context2	0.98399430820642	1.0950819848763	1.96319837937114
ind129_context3	-0.209575047631837	0.739393275824398	-0.762702612019805
ind129_context4	1.02386478753219	1.06254372151611	0.569928565283953
ind129_context5	2.18179171953006	0.311071138616003	-0.648673433962288
ind13_context1	-2.23225872936474	-0.624038712471134	0.149983734238898
ind13_context2	-0.811429311755692	2.25065659991966	-0.76814151788066
ind13_context3	-1.88203656834932	2.03752187988148	-0.420134547227531
ind13_context4	-0.868494535894252	0.647755428616301	-1.17947331824973
ind13_context5	-0.87392523137143	1.87010107774678	-1.06322657021584
ind130_context1	-0.241980990103879	-0.672632077929089	-0.0396220671292431
ind130_context2	-0.488421080055017	1.15295016276691	-0.806301765289972
ind130_context3	-0.323071654786737	-0.338243158039304	1.60734980325439
ind130_context4	-0.44613253998529	0.0445690464849706	-1.15876351297842
ind130_context5	-0.230011988065553	-1.89716983507127	-1.38787674562755
ind131_context1	0.520314952400366	-0.183145845842686	-1.01137143872396
ind131_context2	0.153815865291212	-0.524802219660433	-0.109165202405179
ind131_context3	0.798145198527718	0.0219106207925129	0.399191483145254
ind131_context4	0.865142867910543	-0.516066177427895	-0.540195071807233
ind131_context5	-0.0413842813555874	-1.83923256962095	-0.889014213808711
ind132_context1	0.639943611289527	-0.356983081067237	-1.6564303140721
ind132_context2	0.735366067495027	-0.475160395034253	-0.106056220869503
ind132_context3	0.817527413571697	-0.389484270065087	-0.565010019870627
ind132_context4	2.28037593920188	-0.521742239738352	-0.30087159144641
ind132_context5	1.00808081428957	-0.675371562969674	0.138623100515378
ind133_context1	1.01935827370002	-1.12043655159057	-0.780592228557414
ind133_context2	-1.18350224933952	-0.2318164131631	-0.687543804987573
ind133_context3	-0.727501858719343	0.16314344962895	-0.619019230318999
ind133_context4	-2.03112991069948	-0.727905897853258	-0.779778186701426
ind133_context5	-0.819724092538495	1.59130963504217	-0.420303993016653
ind134_context1	-1.42483581523302	-1.98367221913041	0.905973430689395
ind134_context2	0.602245285647532	-2.37316135050646	1.6825682018867
ind134_context3	0.195913556627986	0.467848056474415	0.733747050626546
ind134_context4	-0.538872240676937	-0.236663165641929	-0.609002700146217
ind134_context5	0.76311756566485	-0.0388523172551766	0.778011945460641
ind135_context1	0.455848776603116	0.0734403293759929	0.930203700982337
ind135_context2	1.6417266415671	0.4616396494381	1.49337287865392
ind135_context3	-0.0529016542345746	0.746585887600852	-0.295886578569113
ind135_context4	0.177260756439461	1.37181595947852	-0.189094896914202
ind135_context5	-1.00294551975291	1.19447860984199	0.863258159938019
ind136_context1	-0.366053523275574	0.293515357720711	2.2040612666903
ind136_context2	0.0569852833541862	0.578701027620721	2.86083875919674
ind136_context3	-0.339541570821259	-0.0823595983921928	0.946782501563374
ind136_context4	0.0794894446955023	-0.319404898490224	3.03424663039493
ind136_context5	-0.597554954048194	-0.823545692225521	2.08961648353249
ind137_context1	1.38259420283288	-0.0601562107924928	0.566664406285859
ind137_context2	-1.43561941986052	0.887095918289362	-0.273322338984641
ind137_context3	0.0223745394055815	0.33748762944853	0.141569868565867
ind137_context4	0.697362944440275	0.262361231932131	0.886870885613254
ind137_context5	-1.91133282374062	-0.0532822628123889	0.299357680370588
ind138_context1	1.01478908952096	0.775096562163859	-0.46508914657603
ind138_context2	0.437859566797642	-0.24100596271592	-1.69016313750144
ind138_context3	-1.00375252686826	2.03668038796562	0.124848228980585
ind138_context4	-1.53277188051485	0.875545906080182	-0.781707424092696
ind138_context5	-0.0640336848339712	2.8542794584156	-1.20286294134173
ind139_context1	1.7288538087996	1.34436922802136	2.56861394040972
ind139_context2	0.96908872840441	-1.19242070304006	0.83698451301
ind139_context3	1.21335695920832	-0.346449946372875	0.66738521291469
ind139_context4	0.517049381758268	0.475995434010594	0.397263117329325
ind139_context5	0.449239109513838	-1.43243533456152	1.50410461100519
ind14_context1	-0.379016801939322	1.38103964003184	-0.0531339415291221
ind14_context2	-1.41107996499004	1.81036945316353	0.367135617223436
ind14_context3	-0.641449397302433	0.607663462687009	-1.68975637391231
ind14_context4	-0.121574876614461	-0.166532999423039	0.75321857555021
ind14_context5	-2.47726110674971	0.615610142287787	-0.0716314079478152
ind140_context1	-0.123545535502091	-0.595305825039473	1.10193510874583
ind140_context2	-0.926790519790274	-0.431226378918428	0.180493022219849
ind140_context3	-1.92626651073165	0.247226807416951	0.685392120990923
ind140_context4	-1.07520711441432	-0.261210270654607	0.749268305062129
ind140_context5	-2.64020583724726	1.00173731121446	0.696356881845771
ind141_context1	-0.194040620476637	1.913474578471	0.495616657292545
ind141_context2	0.547581277745622	1.92244149560726	-0.495276862247244
ind141_context3	-0.328255715063943	1.50126592377469	-0.671695292559695
ind141_context4	-0.571014075766676	3.90352551052329	-0.72996718432219
ind141_context5	0.716088369931518	1.88544833564994	1.19298119546475
ind142_context1	-0.778486087747939	0.959957128650817	0.19624557083625
ind142_context2	-0.421779930395906	-2.12806968759089	0.434320234846922
ind142_context3	0.979411961291695	-1.27616523669221	0.626641179442066
ind142_context4	0.534530284767815	-0.0693231974590813	0.221877377783852
ind142_context5	-1.07768305959	0.274178121721021	-0.561125472552392
ind143_context1	-0.184959463278683	1.41403406204728	0.826035449865225
ind143_context2	0.118530848890622	0.635134408609214	0.780498214119029
ind143_context3	1.23436730972972	0.130653494631683	1.22294135864987
ind143_context4	1.99996555860146	-1.77840752874858	-0.509604392650474
ind143_context5	0.476414911999386	-0.737042541715582	0.421602649644023
ind144_context1	1.01531452606548	-0.867841238500947	1.35687787711596
ind144_context2	0.241329994044112	-0.685067764825045	1.57425814512443
ind144_context3	-0.900006771843402	0.0768600076914691	1.15402312734935
ind144_context4	-1.00964662625604	0.353816480441803	1.4627246949212
ind144_context5	1.23903881613157	1.57900968558235	2.9085611064146
ind145_context1	1.04179566560754	-0.469514501248342	0.785402503966392
ind145_context2	1.0028355905305	0.311069658556066	1.7953278256467
ind145_context3	0.349663275724145	-0.400652350003165	0.674913146104718
ind145_context4	1.41244551803824	-1.30081040906	2.45866341530156
ind145_context5	1.47210661043483	-1.20708834114287	2.04604981655578
ind146_context1	1.1184329792665	-0.209339449261705	0.458992459915733
ind146_context2	0.169270718388352	-0.0189577187740901	-0.364460397981639
ind146_context3	1.17180254871815	1.63083087619214	0.788338184197972
ind146_context4	-0.432662665210999	1.67836852016287	1.1633075783234
ind146_context5	0.270827328129285	0.761240930489959	-0.490432452582097
ind147_context1	1.47974331279101	0.75147208740995	1.23904964599728
ind147_context2	0.704594932928617	0.34870358354235	0.883585808812046
ind147_context3	2.58969303640687	0.58618707392734	1.72166093612561
ind147_context4	0.0158601314673098	-1.10803204470055	0.76212821011317
ind147_context5	2.17939673599182	-0.782205430464058	-0.636310108117799
ind148_context1	-0.479693826730831	0.899409676771567	-1.46658751559852
ind148_context2	-1.30177754617608	1.51004463945441	1.31518895179806
ind148_context3	0.689219541425564	-0.642028436616642	-1.36502246579467
ind148_context4	-0.180407182505497	0.939309574172375	1.43047354656484
ind148_context5	-1.07625951999362	0.715773414454189	-0.547333140876964
ind149_context1	1.60629035660923	0.996770938342131	-0.330496491822287
ind149_context2	0.209648134477639	-1.85309270739674	-0.509979970033359
ind149_context3	2.7149816770194	0.481693729690489	1.26519605613244
ind149_context4	1.35046386377195	-2.03317183881472	-0.0140312185492215
ind149_context5	-0.0153013590459001	0.735802753387605	0.93060662405964
ind15_context1	-0.389594941016342	-0.0152139532388194	0.0691732297051576
ind15_context2	-2.14573876403048	0.0175141549149224	-0.914180259667492
ind15_context3	-0.834287570461053	2.10162698671859	-0.0593018168229501
ind15_context4	0.432544868346847	1.24895157119733	0.0337247611717811
ind15_context5	-0.532398960176194	1.40517039457931	-0.040398134770544
ind150_context1	0.031130528545718	0.529028131152543	-0.543014622255413
ind150_context2	-0.0983152552935672	1.68323258708893	-0.97685125333947
ind150_context3	0.157322011905971	1.82247480007676	-1.38993756320357
ind150_context4	-0.586974201518427	1.31800966788197	-1.96006871140743
ind150_context5	-1.19944341448203	2.41568490106174	-0.0846387299021776
ind151_context1	-0.0383655789891082	1.49714630455934	2.27243289503904
ind151_context2	-0.352239680448428	-0.784863111267769	1.58226581322481
ind151_context3	0.532242035364452	1.69345596708727	1.72100375872383
ind151_context4	-1.10785851481762	1.48447583779187	0.885260091709884
ind151_context5	-1.57549248126422	1.62829594983217	1.32695467526827
ind152_context1	0.78907666571997	2.49672146420204	-0.00408395374433648
ind152_context2	-0.0487648205431465	-1.95858256231563	0.21654867844207
ind152_context3	1.22546140854848	-0.114882365106661	-0.40846452051261
ind152_context4	-0.462627633935101	2.03333983193491	-0.44525353538303
ind152_context5	-0.912218934767203	0.34782456696355	0.792960964825589
ind153_context1	-0.745555982064633	2.21882172673611	-1.8404219365228
ind153_context2	-0.947964177463016	0.117623367154355	0.0814357414038507
ind153_context3	-0.447914306733611	-0.0987419538219546	-1.11614293390692
ind153_context4	-0.907662937093353	0.502842241991692	1.0562325115302
ind153_context5	-1.40039988827551	1.13342186599389	-0.989745776106373
ind154_context1	-0.701188638792595	1.83971674594437	0.243063784147257
ind154_context2	1.31078063245498	-0.245035380567754	0.891790794762765
ind154_context3	-0.492114604176764	0.503011677473024	-0.387409738745141
ind154_context4	-0.44312911183047	1.11570340096838	1.1123358146339
ind154_context5	-0.563805994372249	1.40840072400938	-1.46252393034582
ind155_context1	-0.612678306688023	1.08809144189036	0.966736341222263
ind155_context2	-0.658402938402526	-0.210783327060337	0.862443933527052
ind155_context3	0.446428061713045	1.35823577325754	-0.658924571488612
ind155_context4	-1.12938698871963	-0.16744828337451	0.653041641683547
ind155_context5	0.148957794334189	-0.870913626370171	2.26219076684844
ind156_context1	1.03731310725154	0.573948878990954	-0.353551495717746
ind156_context2	2.05498718108222	0.804935803415052	0.687930416445201
ind156_context3	1.54063470341993	1.44181793541196	-0.166562102594146
ind156_context4	2.7039165916678	1.92990116214793	0.462504768373201
ind156_context5	3.28321448256537	2.87672888769058	-0.314466088866729
ind157_context1	0.640692646521171	0.544821171797767	-1.8917401732002
ind157_context2	1.55055608703953	2.42830143811132	0.0285324565750426
ind157_context3	0.943228853463927	3.02008196006954	-0.376530773213797
ind157_context4	0.888887567957977	1.36669799754965	0.643362163605327
ind157_context5	1.63820382967456	0.47552914146179	0.253308739021776
ind158_context1	0.81901307667512	0.986478048535142	1.46747240737801
ind158_context2	1.51987301694054	-1.07540196476567	0.824221517580772
ind158_context3	1.38491296733746	1.12155484435131	2.07701336116996
ind158_context4	0.297812116873211	-0.0182217959170311	0.981990628184351
ind158_context5	0.321621329190598	-0.334280182215568	1.90506329152229
ind159_context1	-0.345073634474148	1.88047637341042	-1.55028765892954
ind159_context2	0.678600682582855	0.30038934915742	-1.30779961661178
ind159_context3	0.720056606275552	0.438745213894453	0.932384132082933
ind159_context4	-1.51891270694169	1.73908201933949	1.0977840995389
ind159_context5	-0.407864314565161	2.17294850243252	0.504126052698967
ind16_context1	1.65784064281278	0.945990435730038	0.448753969006275
ind16_context2	0.0558051441934375	-0.414482892107596	0.786759998866396
ind16_context3	0.501969063618799	0.0495750156446234	1.0492132790258
ind16_context4	0.783566447860996	0.432099616259846	1.0892846688804
ind16_context5	1.56855446086729	-0.380904937817001	0.848905067944586
ind160_context1	1.11961074242792	0.171379519472479	0.0625702555020545
ind160_context2	-0.145729029200324	0.800432071349102	-0.995042616581941
ind160_context3	0.134748483063366	-0.408397312082642	0.054464979036914
ind160_context4	0.946888796238202	0.749553940661456	0.58115219180202
ind160_context5	0.764522222127964	1.18824341350581	0.829187898251752
ind161_context1	-0.0242591201962073	1.00607994652908	-1.18043768949437
ind161_context2	1.38876798368347	-1.36139051388751	0.0723729638583291
ind161_context3	0.672835117002838	1.02435443408711	1.52143686197983
ind161_context4	0.31608816346898	-0.460278076217243	-1.94461940424034
ind161_context5	-1.44962497217778	-0.832090482574363	-1.60175975660076
ind162_context1	-0.263951762989165	0.179533985427066	-0.0938369778198065
ind162_context2	1.72343583477614	-1.56153621137174	0.391052442635931
ind162_context3	1.45430353225412	-0.152424340044164	-0.341208967356294
ind162_context4	0.891298645023756	-0.0679731823817938	1.65035939487709
ind162_context5	-0.284637980457458	0.788873572057895	0.200396010129111
ind163_context1	0.914640628811413	0.866280075080611	0.119360940557944
ind163_context2	-0.696522737471962	1.05504212558776	0.599013376175742
ind163_context3	1.47004328159605	0.802362105418586	1.39149194480143
ind163_context4	-0.648461595115602	-0.0144404807847213	0.356980189184487
ind163_context5	0.973661959084332	-0.0168215765392696	0.633778319347059
ind164_context1	1.64293246885871	-0.573378248548423	1.81999131082636
ind164_context2	1.79067864086767	0.639937252530148	0.193019882980785
ind164_context3	1.54056194480614	-1.37253939234212	-0.656705784282471
ind164_context4	1.42370564689362	0.627603892225337	-0.97467288575856
ind164_context5	0.315240059676372	0.784547986612727	-2.28338128932863
ind165_context1	1.26905078458821	1.46364556562399	-1.21220124928445
ind165_context2	1.83662759366988	0.560784362977952	0.249107751160858
ind165_context3	0.86631204243737	2.16964408735146	1.04312553080256
ind165_context4	1.532764162515	1.26147833730494	-0.0169059111797997
ind165_context5	2.12360695440235	0.876785472592964	-1.27414056182658
ind166_context1	0.0968486965611102	0.674374072617863	-1.27462127825634
ind166_context2	-1.7435478463216	2.22525356883008	0.78731344659839
ind166_context3	0.129800271673412	1.78404669201234	0.77543141874273
ind166_context4	0.508342306461082	0.933985160406652	-0.122888877403874
ind166_context5	1.56049916308894	0.827929964631193	-0.280004559248631
ind167_context1	-1.44566680739702	-2.9195515226346	-1.94681966144291
ind167_context2	1.53420024316359	-0.0456493716831275	-0.312970743425037
ind167_context3	-0.0296880770462324	0.785270310354327	-0.641994506411709
ind167_context4	0.136026684079248	-0.0990599562617399	-1.86347027755712
ind167_context5	-1.0803958035945	-0.294293913622859	-0.189853998054167
ind168_context1	1.45477235679541	0.264155363728853	0.0790512532344037
ind168_context2	0.306464617601068	0.231674663014451	0.806421232104876
ind168_context3	-1.69729035470228	0.781967105918964	0.902083240441349
ind168_context4	-0.798379871559341	-0.249818156830466	0.475213898646924
ind168_context5	-1.51657774957947	0.0698552571613972	1.23170565317389
ind169_context1	-0.464171997622499	0.726642552881736	0.867656588586143
ind169_context2	0.219337165794994	-0.551501629791835	0.575078972827181
ind169_context3	0.302003960498397	2.28294471863442	-0.710091733295651
ind169_context4	0.722158757293743	0.00489170920508086	-0.0539217584839471
ind169_context5	0.933448625133266	0.898457545986306	0.871086002048829
ind17_context1	-0.801464005970577	1.14413655923602	0.62923076756867
ind17_context2	1.01217338219049	1.31324094421753	-0.188956974556909
ind17_context3	-0.692283756020162	-1.48326569139565	-0.858621634899717
ind17_context4	0.241245235437635	-0.357962598732296	1.54926126071354
ind17_context5	0.205557873783523	2.92753642754209	0.970632201730569
ind170_context1	0.517269462340956	-1.36788900318464	-0.00162533789385758
ind170_context2	1.15348764443455	-0.154162792005503	3.05126880088045
ind170_context3	1.93491425165157	-0.943734625209415	-0.66270316453955
ind170_context4	0.228141473189322	0.622968905396674	0.960912350997212
ind170_context5	-1.10429036643012	0.590235959229112	-1.39898662076125
ind171_context1	-0.0808383118584339	-0.998388825407612	-0.833086123742776
ind171_context2	-0.74815917629931	0.48034113058053	-0.843871567017083
ind171_context3	0.871008133058657	-0.517075388385148	-0.840848847299929
ind171_context4	-0.382307424807975	1.04573508840133	-0.136262539469787
ind171_context5	-0.509602784609441	-0.371476487791761	0.788203551448455
ind172_context1	1.63314813887	2.47856486571042	0.614755557230868
ind172_context2	2.8350065193852	1.56787433477455	0.304892050882401
ind172_context3	1.40135997070672	2.41337116299346	-0.350456333809718
ind172_context4	3.08305329673397	2.85600847338844	-0.33778453348244
ind172_context5	2.79437711624435	3.67909660541094	-0.495290132370919
ind173_context1	-1.2479474283318	-0.396454894250426	1.59320653564902
ind173_context2	-2.13466744866313	1.65304855593723	-0.257907930943811
ind173_context3	0.256837436651213	-0.084110053531074	-0.0112640028009819
ind173_context4	-0.0766171901722	0.845073276055181	0.131625289794817
ind173_context5	0.674094751705222	-0.0324143378494764	-1.1037939417433
ind174_context1	1.25959980027882	1.12568845330292	1.22477346777525
ind174_context2	0.724453573831775	1.23427870245398	0.612147961783141
ind174_context3	2.3302758404017	2.06558020045564	-0.112713372074256
ind174_context4	-0.0208326845531983	2.0286177593826	0.57592902940988
ind174_context5	1.73872581385817	1.73903702406604	-0.0232837073680035
ind175_context1	-0.397484440903267	0.583444574413422	1.05603029012284
ind175_context2	1.03740379905252	0.794176058698493	-0.817149106555355
ind175_context3	-0.0125095312933593	-0.236003156907432	0.509741412416713
ind175_context4	1.31131783574549	-0.455325851253131	-0.0696661204045891
ind175_context5	-0.942872033729266	-0.689973008138823	0.694381046826387
ind176_context1	-2.84070828926618	1.63830509502309	0.732412920049673
ind176_context2	-0.41590640512092	0.614948628450983	1.9210059671175
ind176_context3	-1.36155713014216	0.838719002930844	1.35636562421709
ind176_context4	-2.07093955343891	1.35691457805714	1.49002714722178
ind176_context5	-0.998006023886769	-0.465322436758663	1.91652334462394
ind177_context1	0.0341875302387903	0.879622705608302	1.34257041678065
