gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10
ind1_context4	6.1999431387699	6.1597195927658	3.80498046278058	5.51149035869917	6.05625930102614	5.11779533511265	4.30260898183917	7.14747506913676	6.55713336612714	5.84655126651568
ind1_context40	4.25022074350845	7.40975450062745	5.97286520050456	6.30794345012778	5.23838408333668	4.0951813541925	3.52407562297085	5.79499668170523	5.9116698421609	5.84601149792158
ind1_context41	4.58083249536023	7.59986966084839	3.08567894236647	4.80075988943555	6.443774925599	5.48240703822591	4.18292024826643	5.49512944124699	5.40174617380908	6.05738603908661
ind1_context42	6.22521941547628	6.95634755187571	5.55680528462638	5.99779653005232	6.17110688856183	5.13135076451244	3.65069165304336	5.33285018343534	6.02112870496081	4.29132258448833
ind1_context43	4.88236091513636	6.03981835394125	5.34408391699918	6.35037240615667	5.26078571255807	3.34583460351474	2.49385629223228	6.99085255347263	6.55297443413582	4.18507011030203
ind1_context44	3.16180077091229	6.34057184285158	6.57288195209313	7.33071295399708	5.21001812833866	4.64112014635671	5.45280512036768	5.58797219695897	6.01895554589637	4.78230995022815
ind1_context45	4.41061569064833	5.01331597739092	6.72290259204399	6.09681857800779	6.67209005200739	4.2463729825292	3.00583229241064	6.20388255265066	4.88618688396251	5.54852584221699
ind1_context46	4.17030364080993	7.73933962852667	5.17682662997726	7.11082421656288	3.8663663806862	4.2919775556585	5.58243868366791	7.67756037997645	5.52374466594052	3.67762011576658
ind1_context47	4.10081849247478	7.42156928120918	6.37471214784834	7.86189725659761	4.16120967819863	5.02976044227602	3.64438581193393	8.32297927111475	5.08579924737751	4.87892313711827
ind1_context48	4.84161244526095	7.67131894275885	7.09204582892572	7.04568543133006	6.33269832599523	4.46886910642633	6.3915180703133	5.33475261950899	6.4445468367775	3.23623315374754
ind1_context49	6.4380732488117	7.27651180510336	5.95322189913031	4.75046820409812	6.50232687512061	3.53475825163287	4.46192297298183	7.08628964674035	6.6746217418565	4.97013225660465
ind1_context5	5.15239223591798	7.55398696872763	3.97107703277861	5.55774976822114	6.44757462760438	3.97726621779602	4.27827472258588	6.3507822367275	5.94561243537864	5.69783492818324
ind1_context50	0.488145690265634	-0.354063348792578	-0.659566131086843	4.21858754104491	1.23207981821712	-0.199779886889725	0.379136249774578	1.77187921104991	0.538852574131668	-0.0534629926930399
ind1_context6	4.17493923061052	6.89548278858242	4.27282538090216	6.62098759593596	6.83893146823229	2.67268299674406	4.88642502993288	5.17332300323987	6.24921709386398	4.32955200515968
ind1_context7	4.5957773799274	5.45813782693784	5.43184758428858	5.98156950649738	6.76005557445183	5.41136439560879	3.80924318209412	5.35069143982402	6.55511497044093	5.18896830192261
ind1_context8	4.55478087568205	5.91055265116946	6.12865836249886	5.83794012894138	5.64188231142748	5.97807652588027	3.13680709852594	5.7774634964424	7.70715771959281	4.34742206415122
ind1_context9	3.97251424143053	6.66221409016424	6.61259540861169	6.26777142885366	5.56560299355387	5.70263705800086	4.23420069218774	5.50039319781589	5.8118786656191	4.25421111322146
ind10_context1	4.44599120397026	5.70383605313262	5.34378770919844	5.47805017354479	3.00669366568571	6.73561114303428	6.45754176417688	5.74708097416054	4.85505270461797	4.38432516825039
ind10_context10	5.97319705818949	6.21539078089911	5.43897044705364	6.41784822246622	6.94061633408121	7.19506648520237	5.00916962686894	5.08920889109645	4.71109874820605	4.68184212706108
ind10_context11	5.09803083481866	5.88577308899828	3.89546486071714	4.96481033564643	5.27036994138338	7.19777181984192	3.3952507501565	5.13756868749274	3.64878963502368	4.13970090595497
ind10_context12	5.20172759107347	4.29362570086202	6.24749316094768	5.44693957599719	4.07418984433114	5.06804989422501	5.16889925709075	6.43828248278116	5.94357182375932	3.36511072307221
ind10_context13	6.15120313407351	5.40955528650358	4.01148306391551	5.12565232167782	4.06659664343888	7.58562807357523	3.6709353543037	5.11181569323707	6.2234776398235	3.93831612139326
ind10_context14	6.03400540534049	4.33163124357841	5.34350325651656	7.063792341671	4.98701344366857	7.50055907194314	3.70072423870746	3.90860655788106	4.72974809656548	5.69812078867292
ind10_context15	5.5706910526347	5.42301499424093	4.80390367723886	5.37288778101077	5.12444033904877	5.28796140354385	3.40848829213679	4.59872101933803	3.80754346915074	4.53330122683438
ind10_context16	5.52172293255363	4.33655884759071	3.92243193344677	4.94089133543002	5.55467930571752	7.16472907005068	4.42882464990075	4.80916340694332	5.71170047027182	3.94453426045037
ind10_context17	4.56593652312375	4.9668091602771	4.03114494646277	4.15588086234738	5.13207249428323	4.90287515605941	4.57324645912799	6.72407325898687	5.29523748545073	4.74258337349295
ind10_context18	4.2705064650125	3.97914606861103	5.39109395097634	6.23323928744564	4.7157296336881	7.39730713520406	4.41640005424056	4.03283191384925	5.35839533679166	4.6520293340761
ind10_context19	3.38506233676558	5.38343360217235	4.76636148055861	4.25333732868212	3.22647617953023	6.82446572044331	5.087138793655	5.55167519478307	6.13627322547824	3.53883985024627
ind10_context2	6.67434121487118	4.66093184337409	6.7192813570944	4.70488132241572	4.00588699532346	5.85761399505644	4.71053137163171	5.27712110794933	4.33987621926979	5.48592054509169
ind10_context20	5.79123295882537	6.75873151124667	5.0838132229716	5.0476883753262	4.73345305641765	6.29458858098177	4.31644038008006	6.19905095704934	5.50918626781143	4.56426772124118
ind10_context21	5.08053129090194	5.11353429187157	4.72420054509871	5.13473803422371	5.07923678305279	6.76274104207382	4.93910060938755	5.00129721048775	5.18130989340096	5.57513376529927
ind10_context22	6.17475762090795	5.6440500438357	5.84243375344161	4.72264839127686	4.47924247338819	6.12051791524628	4.27866811749469	7.88715575833827	6.89472834098815	4.4208421828485
ind10_context23	6.29365097308026	5.53203538619955	4.84952812087981	4.10514940851574	4.44927907223512	7.58943557766164	3.43687195841993	5.23485869304123	5.2664463985342	4.58845106846454
ind10_context24	4.53905823105027	3.55299794720393	6.35721040285272	7.82887260229957	5.485614969734	5.81320721729598	4.86746741993535	4.6383578081186	6.23295444543912	4.23772106374754
ind10_context25	5.49916029619818	5.50939674226158	4.1152620153949	4.4858085772416	4.18593000090327	6.495613034632	4.681964053517	4.31724945204564	4.82820515329422	5.31936072993538
ind10_context26	4.59597558210274	5.23650838704079	5.74542088562191	4.86419785785787	4.20610214441089	5.30697665835182	5.20939289521809	5.3225503429382	4.67453485099774	4.60558168358942
ind10_context27	5.56442519731304	4.74220179068486	4.61571603873526	2.53006514788994	5.95706002860532	7.03618042153787	4.22994504382559	5.62649499242949	4.9031287412631	3.73619089475899
ind10_context28	7.68033392565384	5.92200136587833	4.19735594422409	3.93070349441904	5.03489117272218	7.10977745013004	3.21425351479492	3.57317101386719	6.00298363833017	4.23689360619342
ind10_context29	4.04723346100509	5.62451452828135	6.90509941100134	6.02475994833838	3.75321395716816	7.08805751443107	4.25441442194403	5.22417108217576	6.26746895415273	4.70789375803727
ind10_context3	4.50719846247188	4.02019923062438	4.94131109123995	5.56210945607715	3.5768273496614	6.31511140054217	3.67744681828858	4.30926938328613	6.13084713558457	3.5193637664793
ind10_context30	6.09467334132936	4.79782768147202	3.1378439070997	5.28485883740068	5.74425590055374	6.03873034528563	6.49896861409889	7.93433657304599	5.22714710591239	4.21819449786717
ind10_context31	4.89232503059169	5.26872855959963	4.67502643271139	6.19089564401043	4.17536610447099	7.59546292489619	4.51509571618151	5.70550829998863	6.08883361734491	5.2677081976221
ind10_context32	5.20934742806925	4.16470635981619	3.73315229073821	5.35917846420921	5.65798223768424	7.45644181138778	3.46845137455369	6.36991587366107	5.1075810246283	4.6052891680148
ind10_context33	5.81867894808404	3.86096031464057	5.15963747797404	4.20121268931092	5.82527595688759	6.2995966906677	5.29413517637193	5.58824394892901	5.86634689234933	4.32139897570367
ind10_context34	6.69117833002652	4.45090305171482	4.81483099374825	4.93578919151919	4.72859055976691	6.57440418145664	4.8121191571885	5.33989837936251	4.22920766038995	4.53278537344843
ind10_context35	5.49092876349957	5.21557918018396	3.73186431105795	5.37256549501689	5.47259019383041	6.89446708618393	5.67734961969868	5.05432810698932	6.20923868820532	5.04995069849588
ind10_context36	2.9849583962143	5.37394586908578	5.08511285841282	4.38031489518928	5.08326841713524	6.30673574213883	4.67854591312715	5.51645970881525	4.48153507116424	3.43618649538203
ind10_context37	5.61812988251272	5.93691884506071	5.22269666835012	5.63469734645486	5.96751660603803	6.0922713698412	5.55885705846566	6.31309853082741	4.90756441940076	4.366052376323
ind10_context38	5.39590457636038	5.16899543562157	4.42408934256495	6.03661703659396	4.69760266662583	6.12961722709731	6.03037433668091	4.63950646797928	5.63046226370887	4.91242824613762
ind10_context39	4.85725391491186	4.39482606740495	6.13647314029162	5.05896396666769	4.33577931007476	5.60918926037522	6.01795553928114	5.7590540991303	6.06689617378051	4.52261876964472
ind10_context4	6.82856013048151	4.43790129661657	4.78481409082818	5.48445521050826	5.9890496688589	6.65000159557688	3.55980659685696	3.32440016680161	6.72069503247641	4.47809695624556
ind10_context40	5.48354140301299	4.25385605656133	5.40060950198128	3.55836110202147	3.63766832890105	5.97742429281668	5.42441283631145	6.17472555184877	6.62821270518221	4.24362368951982
ind10_context41	4.45060247382058	5.49469827755366	3.65456928232927	4.47430515180984	3.43549613845702	7.85865738086067	3.87308638638619	4.32615789864066	4.77463335135239	4.44442695724315
ind10_context42	4.30704568022829	4.58593318677346	5.27488832483119	5.63270227264705	4.91995371036038	5.90557129283758	4.43937983287448	5.7557459270195	4.24452586311001	4.29017279383153
ind10_context43	5.32371700257213	5.08148293867611	3.98157984602134	5.17637720796949	5.69459758486942	7.25344629136268	4.15993636953895	5.12994125430943	6.22533429347269	5.30571128175176
ind10_context44	4.75709421001157	5.83714855954065	4.70539128125442	4.71816005141509	3.86925484089181	5.88234582174643	4.49609879654089	4.70887547285265	4.69533165217767	5.34007997020376
ind10_context45	4.4278657555909	4.70225801045461	3.99524161344887	7.64009418687098	7.01884727449038	9.22013527860656	5.20226591488029	4.31885251640334	5.2871120883694	3.75273752342596
ind10_context46	3.70260460517472	5.72656771447878	4.50302816210114	6.23305141238688	5.17580680233986	5.78771167040443	3.57865976863201	5.36876369094939	4.27694040600422	4.05708364614562
ind10_context47	5.93531070882748	4.2977323617477	6.50400707574396	6.38733254293252	4.56626820210615	6.72506672472653	4.33579498804009	3.93828761380506	3.95443079300946	3.97124215210108
ind10_context48	5.21245819256864	4.67754392337456	3.04351412531407	5.70431288940154	4.51158353006899	6.9000973964249	5.10883738479987	5.66406922674806	4.13996088056829	4.08721735482236
ind10_context49	4.6762384984968	5.117787454913	5.44518860441737	5.62609034071212	5.96014304659873	6.52198039659459	5.10613789408973	5.39821404837181	6.42721350015455	6.2280079617557
ind10_context5	5.26057637264272	5.86289503898029	5.57870828275776	5.8943994659948	5.33875276452665	6.88514759657186	4.42542495960258	6.06693312220799	3.94798508709279	3.20429823826401
ind10_context50	-0.115136431882786	-0.0920846577283295	0.291739521809896	-1.59066812356729	-0.391983956225764	3.44061158850043	0.939493631983693	0.193562062889307	-0.281143371686747	-1.82577237196702
ind10_context6	6.28599093952121	5.61090623020712	3.79211634219817	4.99417989185748	5.11264710003222	8.19063304740265	4.08283367566495	5.96299424513006	5.10454126408297	3.80054151115279
ind10_context7	3.74376078423378	5.16403925025745	5.16052789591213	5.10248033090035	5.76678003161942	8.3144239227568	5.30656051112043	6.60318929714259	3.83192637170527	5.43794658657712
ind10_context8	6.29027370980875	5.91361739044009	5.9739382247957	5.43986582369548	5.7195566597101	6.7668743277367	6.15599283199486	5.70784611896444	5.22956636501839	5.04154583677698
ind10_context9	4.91427147073384	6.56792046647787	5.62868780146836	5.38465195189038	2.3514865049454	6.56006246555491	6.10066305512649	4.23045532335484	6.29427875040973	2.47003714838068
ind100_context1	4.56901046011536	6.42240395123455	5.2456374955788	5.30357809635391	4.02077780348368	5.1897290999625	4.77621065583988	4.80007874173396	4.88092538673837	3.51801276858909
ind100_context10	4.65546953796049	7.09022439304613	5.31668528593355	7.65256113595653	3.74560602174733	4.44417628125716	4.64765971541497	6.69359342867623	4.78994522590901	4.46295770152254
ind100_context11	5.31924396941491	5.13761948913243	5.23596756987216	6.25617687336761	5.00452834309595	4.74334385749758	3.64739508237877	4.86086364819783	4.09507748277851	2.69211272965877
ind100_context12	3.73152727633703	4.66801021401712	6.31364810441623	6.69336626377573	5.92353570526828	3.63499625121366	4.59891353687414	6.47506811800289	4.52787841421924	4.06736873963565
ind100_context13	4.9425283109144	6.00994691545428	5.6043807919456	5.93121844800737	5.24148779577991	4.7290961385024	5.16001598090743	6.42618220295784	5.43218297594953	4.02639987329676
ind100_context14	3.55841217111801	5.20910041854744	4.31513660522115	6.93004061940678	5.86129769380693	4.46655268278906	5.08322636527564	5.41672018798704	5.67835617978529	4.14618757297427
ind100_context15	4.84569687138111	4.19229960034554	4.18773464603093	5.0747713168369	5.21752761437927	4.02453754170525	4.77592225563154	5.64652932358924	5.45040823422184	4.25481777153381
ind100_context16	4.81554342769791	5.64699218135667	4.20220285089663	5.53882525300418	6.66731321983161	4.62847041689446	3.30785492304377	4.56023284888523	4.63447741094276	2.8127419343895
ind100_context17	4.87856505998563	4.24351201988632	4.48421255936091	6.10577918707766	5.90002466971458	3.6600288345634	6.17488639818207	4.48832647491756	5.88328815134346	3.66676576207213
ind100_context18	4.4230889482183	7.48410405546744	4.65235316709123	7.53365766169075	6.64225244416034	4.34299234649168	4.40977789057446	5.09553969395051	4.84043768844637	4.69268203247992
ind100_context19	4.45831725657143	4.97251106582731	4.74279885977192	5.39294055939007	7.54267280708106	4.92617477399447	4.19367521230207	4.94863031284296	6.10916747955615	3.80465501226683
ind100_context2	4.14333358841043	5.04512350892986	5.59157985807904	7.66105768737111	4.79007565219388	5.32069814838286	4.9677213280766	6.6842904672659	2.5242897451695	3.77909824149599
ind100_context20	3.45581600281681	4.63305733508906	4.71546238174445	7.59750823955728	4.89171376114219	4.26918551419207	5.62048084523836	4.08474021931878	4.54938881703322	3.02397992427516
ind100_context21	3.661246765301	6.20853244415879	5.14736003833448	6.5595170939845	5.85158956554485	5.67847007456819	5.14804111888579	4.22873108651878	5.84024909119059	4.9414739977133
ind100_context22	5.57199197630187	3.75197343054655	4.05294154916256	5.82240575116547	6.626366930305	4.45278406027878	4.22754137085993	3.8497669525471	3.78755508352929	3.35228051392189
ind100_context23	5.158715799814	5.25578158133621	5.63532042016978	4.25504978070155	4.10229827219577	3.7951783707935	4.0553733415162	4.37250755932024	4.38467816671548	3.44885835014402
ind100_context24	3.75462436707329	4.94323891328315	5.44182839145262	5.80156433746006	5.78164413851246	5.87556256601852	4.34827197845609	4.72928221662624	4.52221254685042	5.88433990563877
ind100_context25	3.47488823733735	5.90258417079066	6.07381060216937	6.41260502184817	5.41608720177612	3.44737129636742	3.77370887682995	6.16402097985022	4.63011874874324	2.93928570037853
ind100_context26	7.00677775918155	6.86528914870923	5.32404647438917	7.65504481059158	6.8714409584084	4.47981555595112	4.14586018043849	5.01274101228664	4.83033556384183	5.33587408521919
ind100_context27	4.48109227206747	4.84899171780503	4.67575280722532	6.35792051667706	4.36823905065427	3.86487454348594	3.81883214965741	5.35955553480014	4.2065388494502	6.16858132628499
ind100_context28	3.36994833303769	6.2161602060549	5.79878063993426	5.38746346280788	5.26042506678966	4.101653097196	4.39123940178083	4.41697319836263	4.38085361443588	3.90690453259072
ind100_context29	3.28467166440069	4.39452411675127	5.65542788710974	4.31235548837143	5.47799693213925	4.5912075383942	3.63038904363141	3.82702679774056	4.79832687914787	3.5263812405656
ind100_context3	4.45345897401734	5.01905759480116	6.73924371431266	7.80240660630448	5.26883849654972	4.94367486819831	5.21201194178444	4.36167724156398	4.55415113576273	6.02554554881567
ind100_context30	4.31619545382857	5.79879904930123	4.7566538418172	7.51488972160266	5.57253242579297	4.4874681214561	3.57203672201801	7.69322628265231	2.72795686828261	5.23415195373434
ind100_context31	6.52324389840172	5.41765163033527	5.43143069887506	7.74481699324173	5.38062740937753	5.1853046499121	4.75342822882121	4.24033582944695	5.26945079247391	4.76580323519749
ind100_context32	3.90153682636665	5.1331709345558	4.89863119317564	6.73851359736841	5.71818339762443	4.22998808886408	5.38304622650566	4.19592827277546	5.01060497012753	2.21329447844291
ind100_context33	4.85766890226283	5.50983990532757	5.08495664628933	6.23886030110655	4.0282852634736	3.09813113409553	4.70203440662643	4.41674237984783	5.86552059683333	5.67985057832924
ind100_context34	5.94357289692727	6.19368031473663	6.24891380476465	6.35786959058591	6.04182705046949	5.56692527855224	4.66713531968964	7.09218164809779	4.19956076436739	3.82683128825977
ind100_context35	4.08869901293632	5.87497209545235	5.76614281550417	5.1963261859509	5.98589301024832	4.98317131486607	5.30386221247435	4.35100236226486	6.27469801006181	3.9511637243412
ind100_context36	4.95445391696174	5.72833182291253	5.15641548582428	6.44980551602738	5.07619038495387	5.43917838994562	4.48665648539099	4.3869485785748	5.83762007101108	4.9529285883237
ind100_context37	4.98510865182938	6.00669769319533	5.48454711099256	6.5447230806765	4.91445005745502	5.63667787256728	4.45865808438537	5.28282280314595	4.05804840365719	3.13002988392492
ind100_context38	3.95566843044824	6.27794080117561	4.77649502060508	5.63420591402878	7.26391080572071	3.65180924229056	4.09290130824487	4.60660395537163	5.08417138648861	3.32977195689049
ind100_context39	4.24155368313598	6.16074536139419	6.18242924400286	5.62553887879848	5.56921314377288	4.82304314594534	3.55313683383076	4.19921399576164	5.72692009733108	4.75138215610581
ind100_context4	5.42381771087772	4.62898094453386	4.69114946823029	5.85825418958288	5.76019206405923	4.40319425883947	5.09115443345877	5.02376648904796	5.29591915032409	4.25057996382224
ind100_context40	5.87124263909571	5.55496486840109	4.76592112316338	5.64211534884897	5.50051499384903	5.17033310812507	2.6976000375311	4.75554576450125	4.52475438668131	4.7540866824206
ind100_context41	4.71322304729976	4.58515509697086	4.67709652307254	6.92573756661324	5.85015503644214	3.58818394409786	2.77468415744372	3.62452694408249	3.65228575947246	3.04355810991032
ind100_context42	2.64447442248938	5.93076091064853	5.7282728664695	6.9949652792564	3.61980273130159	4.89342736247634	4.06078171301053	5.60122772709512	4.75911263354653	5.49289149063951
ind100_context43	5.0031461142868	3.38113121270293	5.42073725900419	6.1244740982883	3.79642368702002	5.03332058541625	5.52927577626783	4.09669860996331	6.27706776616302	3.78090913603468
ind100_context44	3.3838356313484	4.78962373638233	6.50076480856613	6.90734588900618	4.74701068308671	6.03321938103348	2.9609095166964	4.8778103192365	4.69232836200794	4.03263920299289
ind100_context45	5.68693918965611	5.4510656876666	3.4659983418594	5.61143997035655	4.70932206878311	5.70240856038015	4.69650327083013	4.13575037832106	4.92118649616358	4.52780335175385
ind100_context46	5.15530109305368	5.17057874289034	5.23601551950333	6.35589000844302	4.30331934803156	5.373719620633	4.48133759247896	4.88030568899895	4.51311579521532	3.67114022889617
ind100_context47	4.40675385928972	4.08229076644979	6.47164686347109	5.54481671380097	5.89964339917406	6.25039037647935	3.91911065987283	5.57916505957853	5.1955483808121	2.92922118308299
ind100_context48	4.57877455982865	3.92508739245411	4.59708724125174	3.97731631388944	5.47794662306716	4.88929091311226	4.09830452843392	5.13487355579518	4.42759982929279	4.62561703019112
ind100_context49	4.7645353536009	5.60747184451875	4.79985349345448	5.76368844064681	4.50990787048211	4.82022333012648	3.44990651906937	4.61171637267334	3.08343645310899	4.19432039147555
ind100_context5	3.69048058166586	4.99112330160435	4.08821031687775	3.30800640431965	5.42791515872783	3.30091697894495	4.64994595628499	5.32641436851815	6.23009913368623	3.55908646860815
ind100_context50	-0.167553158882968	1.54402535820536	0.52891754047342	1.4803992670355	-0.0567202480821395	-1.50711766964388	-1.0806976996209	1.33423158717575	-1.23009845230649	-0.0167311811783045
ind100_context6	4.38897748907295	2.89800214018602	3.89827100256134	5.42381099340417	4.5699441215151	4.93707362085352	4.78365201682463	4.22378298630895	5.44114675773316	3.36187076390125
ind100_context7	3.37688026123119	3.45459532495998	6.58301558375336	4.6106713941656	5.12021138705555	5.26628403205286	3.28270343850092	4.3527784605624	5.35312089387538	4.57163993597581
ind100_context8	5.84343026329501	5.64102134708724	4.76132682107367	6.465613788476	3.37173118946593	5.14167471458678	5.39009743652686	6.42538681453766	4.17724973943342	5.82418728365446
ind100_context9	5.22314496201817	3.46024816579804	5.39536440796851	5.27433280101228	5.25541208087142	5.41706588587508	4.56014180579575	5.15042705311628	5.50752772295264	3.82732748546462
ind101_context1	4.53983042580313	4.96870784324389	4.52671320354595	6.07605802291541	5.57047626133528	4.74996462824367	4.42111943036566	4.39154572127302	4.24679687189907	4.21925441991142
ind101_context10	4.77965092740852	1.65129922602947	5.62330500406503	5.12800981852796	5.80675878238105	4.3800434086339	5.09303085098491	4.80061146381909	5.25572115638561	5.17322891321298
ind101_context11	5.49620530747116	4.09750089624169	5.08015241123672	5.6617697689023	4.9113579972345	6.80338077111451	4.37431991849314	4.84045087225362	5.18965949860427	4.69157629477299
ind101_context12	5.16513324156986	5.09745489947529	6.06624704501215	6.49021825096172	5.04004666478008	5.47533389980979	6.11208881709762	4.98233605441924	3.93343966175197	3.84878948913896
ind101_context13	5.97157361122545	5.84508627873254	4.64592728543708	6.6023523287079	3.7108848213151	3.90611499526559	3.70765973636727	4.95768237558241	4.45404403368605	2.99311493523766
ind101_context14	5.91450559464131	3.99847512122243	4.33258236645174	7.19715132457593	4.22546002409782	5.40391016257919	4.86888370313457	4.69814677223064	4.2193797931696	4.78093452810026
ind101_context15	6.7071624225693	4.85132492724967	5.0392148896798	5.79747700091715	3.22360130851127	4.59869149482436	5.41085914407414	3.21420031739694	5.45563467042817	4.84986798966135
ind101_context16	6.57739898256216	5.15333706290213	5.75507413774661	5.59770502630346	5.41857064920896	4.14780146798802	4.69656906584719	4.39932308674652	3.71350827929032	4.6441323434442
ind101_context17	4.26896593042023	4.67618788231906	6.24182165833454	5.87400525793541	4.54537125787013	5.75031901879918	2.72806889034711	3.3754385961434	3.52641524044014	6.78075133781602
